journal,processed_text
0,"['like', 'generations', 'before', 'them', 'grey', 'haired', 'colston', 'society', 'processed', 'into', 'church', 'bristol', 'annual', 'service', 'memory', 'edward', 'colston', 'years', 'died', 'prayers', 'hymns', 'sung', 'colston', 'buns', 'gobbled', 'down', 'bristol', 'post', 'reported', 'time', 'service', 'wasn', 'advertised', 'church', 'website', 'opaque', 'reference', 'vicar', 'helped', 'explain', 'colston', 'like', 'benefit', 'hindsight', 'done', 'things', 'differently']"
0,"['monroeville', 'alabama', 'ronda', 'morrison', 'year', 'daughter', 'respected', 'local', 'family', 'found', 'murdered', 'town', 'cleaning', 'store', 'sheriff', 'office', 'failed', 'make', 'arrest', 'months', 'investigation', 'community', 'grew', 'angry', 'started', 'accusing', 'police', 'incompetence', 'spurred', 'criticism', 'officials', 'indicted', 'walter', 'mcmillian', 'local', 'black', 'whose', 'affair', 'white', 'woman', 'become', 'subject', 'heated', 'town', 'discussion', 'absence', 'evidence', 'state', 'coerced', 'witnesses', 'into', 'testifying', 'against', 'statements', 'didn', 'hold', 'facts', 'case', 'didn', 'matter', 'much', 'neither', 'testimony', 'three', 'black', 'witnesses', 'confirmed', 'mcmillian', 'church', 'fish', 'time', 'murder', 'convicted', 'sentenced', 'death', 'fact', 'held', 'death', 'before', 'trial', 'even', 'begun']"
0,"['should', 'police', 'monitor', 'social', 'media', 'question', 'seems', 'obvious', 'answer', 'social', 'media', 'says', 'giacalone', 'retired', 'york', 'police', 'department', 'detective', 'teaches', 'john', 'college', 'treasure', 'trove', 'investigators', 'people', 'post', 'stuff', 'shouldn', 'vehicles', 'weapons', 'name', 'dumb', 'enough', 'post', 'something', 'social', 'media', 'wanted', 'crime', 'deserve', 'caught', 'sense', 'social', 'media', 'different', 'other', 'public', 'space', 'criminals', 'brag', 'plot', 'exploits', 'publicly', 'online', 'police', 'should', 'able', 'information', 'without', 'obtaining', 'warrant', 'just', 'overheard', 'chatter', 'street', 'corner']"
0,"['contribution', 'economist', 'open', 'future', 'initiative', 'aims', 'foster', 'global', 'conversation', 'challenges', 'century', 'read', 'guest', 'commentary', 'youth', 'activism', 'politics', 'here', 'open', 'future', 'articles', 'economist', 'openfuture']"
0,"['ghettoside', 'true', 'story', 'murder', 'america', 'jill', 'leovy', 'spiegel', 'grau', 'pages', 'bodley', 'head']"
0,"['week', 'trump', 'administration', 'ordered', 'riot', 'police', 'charge', 'peaceful', 'crowd', 'lafayette', 'square', 'transformed', 'leafy', 'park', 'front', 'white', 'house', 'enclosed', 'steel', 'fence', 'through', 'police', 'could', 'seen', 'loitering', 'streets', 'alongside', 'including', 'newly', 'named', 'black', 'lives', 'matter', 'plaza', 'bottom', 'street', 'direct', 'view', 'white', 'house', 'colonised', 'protesters']"
0,"['donald', 'trump', 'unfit', 'america', 'president', 'clearly', 'master', 'social', 'media', 'often', 'outrageous', 'tweets', 'earned', 'real', 'estate', 'magnate', 'turned', 'politician', 'than', 'followers', 'twitter', 'messages', 'seen', 'millions', 'because', 'forwarded', 'thousands', 'times', 'extensive', 'coverage', 'mainstream', 'media', 'trump', 'campaign', 'thus', 'proof', 'important', 'social', 'media', 'become', 'politics', 'kinds', 'collective', 'action', 'changing', 'democracy']"
0,"['start', 'context', 'year', 'colin', 'kaepernick', 'then', 'quarterback', 'francisco', 'outspoken', 'supporter', 'black', 'lives', 'matter', 'movement', 'kneeled', 'rather', 'than', 'stood', 'during', 'national', 'anthem', 'going', 'stand', 'show', 'pride', 'flag', 'country', 'oppresses', 'black', 'people', 'people', 'colour', 'season', 'progressed', 'other', 'players', 'them', 'black', 'like', 'national', 'football', 'league', 'also', 'began', 'take', 'knee', 'during', 'anthem', 'kaepernick', 'left', 'season', 'other', 'team', 'signed', 'despite', 'strong', 'record', 'many', 'suspect', 'blackballed', 'protests', 'continued']"
0,"['black', 'lives', 'matter', 'movement', 'convulsed', 'british', 'politics', 'large', 'crowds', 'marched', 'whitehall', 'bristol', 'statues', 'former', 'slave', 'owners', 'felled', 'others', 'felling', 'line', 'sometimes', 'looks', 'britain', 'turning', 'into', 'america', 'major', 'galvanising', 'force', 'politics', 'soon', 'race', 'rather', 'than', 'class']"
0,"['might', 'dispute', 'whether', 'america', 'remains', 'indispensable', 'nation', 'phrase', 'deployed', 'madeleine', 'albright', 'then', 'country', 'secretary', 'state', 'certainly', 'still', 'nation', 'cannot', 'ignored', 'sense', 'sets', 'political', 'weather', 'globally', 'goes', 'through', 'trauma', 'since', 'killing', 'police', 'george', 'floyd', 'impact', 'felt', 'worldwide', 'floyd', 'death', 'provoked', 'popular', 'protests', 'dozens', 'countries', 'also', 'opportunity', 'gloating', 'governments', 'america', 'foes', 'rivals', 'embarrassment', 'friends', 'allies']"
0,"['world', 'tweet', 'dull', 'come', 'just', 'setting', 'twttr', 'wrote', 'jack', 'dorsey', 'twitter', 'chief', 'executive', 'march', 'years', 'inauspicious', 'start', 'twitter', 'monthly', 'users', 'send', 'hundreds', 'millions', 'tweets', 'however', 'cloudy', 'firm', 'current', 'prospects', 'however', 'trivial', 'many', 'those', 'tweets', 'twitter', 'part', 'wider', 'communications', 'revolution', 'week', 'special', 'report', 'shows', 'internet', 'distributed', 'political', 'power', 'citizens', 'technologies', 'also', 'carry', 'risks']"
0,"['full', 'donald', 'trump', 'presidency', 'marked', 'vast', 'protest', 'marches', 'america', 'pretty', 'ones', 'elsewhere', 'world', 'demonstrating', 'election', 'strange', 'thing', 'generally', 'effective', 'time', 'protest', 'casting', 'ballot', 'americans', 'voted', 'trump', 'seen', 'thronged', 'streets', 'concluded', 'sore', 'losers', 'women', 'march', 'washington', 'organised', 'activists', 'feel', 'like', 'protest', 'against', 'result', 'like', 'amble', 'civility']"
0,"['months', 'twitter', 'micro', 'blogging', 'service', 'received', 'kind', 'free', 'attention', 'companies', 'only', 'dream', 'politicians', 'corporate', 'bosses', 'activists', 'citizens', 'turn', 'platform', 'catch', 'every', 'tweet', 'america', 'president', 'become', 'service', 'facto', 'spokesman', 'whole', 'world', 'watching', 'twitter', 'boasted', 'jack', 'dorsey', 'pictured', 'company', 'chief', 'executive', 'presented', 'results', 'february', 'little', 'else', 'brag']"
0,"['police', 'officers', 'hear', 'radios', 'progress', 'drop', 'doing', 'means', 'officer', 'needs', 'assistance', 'means', 'officer', 'under', 'attack', 'nearby', 'units', 'must', 'respond']"
0,"['nearly', 'public', 'school', 'students', 'made', 'through', 'streets', 'chicago', 'attend', 'school', 'september', 'journey', 'perilous', 'these', 'students', 'walked', 'through', 'streets', 'plagued', 'gang', 'violence', 'joined', 'security', 'guards', 'yellow', 'vests', 'stationed', 'along', 'predefined', 'routes', 'city', 'dangerous', 'neighbourhoods']"
0,"['tyson', 'timbs', 'received', 'life', 'insurance', 'payout', 'following', 'father', 'death', 'made', 'series', 'advised', 'decisions', 'blew', 'land', 'rover', 'then', 'started', 'dealing', 'heroin', 'made', 'pair', 'ounce', 'sales', 'totalling', 'undercover', 'police', 'timbs', 'charged', 'authorities', 'soon', 'seized', 'common', 'practice', 'whereby', 'police', 'forfeit', 'items', 'used', 'commission', 'crime', 'federal', 'constitution', 'says', 'excessive', 'fines', 'imposed', 'worth', 'than', 'four', 'times', 'maximum', 'fine', 'indiana', 'levies', 'felonies', 'sort']"
0,"['liberalism', 'white', 'supremacy', 'shouted', 'students', 'hapless', 'speaker', 'claire', 'gastañaga', 'american', 'civil', 'liberties', 'union', 'aclu', 'looked', 'protesters', 'college', 'william', 'mary', 'alma', 'mater', 'thomas', 'jefferson', 'went', 'further', 'still', 'revolution', 'uphold', 'constitution', 'chanted', 'september', 'nazis', 'deserve', 'free', 'speech', 'aclu', 'decision', 'defend', 'free', 'speech', 'rights', 'white', 'nationalists', 'charlottesville', 'virginia', 'prompted', 'students', 'because', 'gastañaga', 'unable', 'speak', 'event', 'called', 'students', 'amendment', 'cancelled']"
0,"['difficult', 'social', 'problem', 'matter', 'negro', 'health', 'wrote', 'sociologist', 'bois', 'understand', 'white', 'americans', 'bothered', 'poor', 'black', 'lives', 'bois', 'described', 'pioneering', 'study', 'philadelphia', 'negro', 'spent', 'unhealthy', 'parts', 'city', 'worst', 'houses', 'minimal', 'medical', 'attention', 'tended', 'sickly', 'short', 'could', 'think', 'other', 'cases', 'history', 'civilised', 'peoples', 'where', 'human', 'suffering', 'viewed', 'such', 'peculiar', 'indifference']"
0,"['local', 'police', 'arrested', 'giovanni', 'lópez', 'year', 'mexican', 'bricklayer', 'ixtlahuacán', 'membrillos', 'town', 'near', 'guadalajara', 'detained', 'unclear', 'next', 'morning', 'family', 'found', 'dead', 'nearby', 'hospital', 'bruises', 'head', 'bullet', 'ankle', 'name', 'viral', 'politician', 'lamented', 'death']"
0,"['hack', 'commonly', 'understood', 'someone', 'stealthily', 'gains', 'access', 'computer', 'system', 'using', 'vulnerabilities', 'code', 'tricking', 'gullible', 'user', 'into', 'revealing', 'credentials', 'asking', 'user', 'computer', 'social', 'network', 'click', 'agree', 'button', 'then', 'harvesting', 'data', 'order', 'influence', 'them', 'hack', 'business', 'model', 'internet']"
0,"['little', 'smile', 'hastily', 'suppressed', 'bernie', 'sanders', 'grim', 'almost', 'mirthless', 'figure', 'bernie', 'president', 'echoing', 'around', 'angeles', 'docklands', 'like', 'portent', 'caught', 'year', 'senator', 'vermont', 'guard', 'moment', 'craggy', 'face', 'glowering', 'mistreatment', 'local', 'truckers', 'fleeced', 'security', 'benefits', 'next', 'melted', 'like', 'frost', 'spring', 'into', 'joyful', 'smirk', 'sanders', 'runner', 'hillary', 'clinton', 'democratic', 'primaries', 'still', 'burns', 'ambition', 'democrats', 'still', 'feeling']"
0,"['around', 'jeff', 'raider', 'andy', 'katz', 'mayfield', 'spotted', 'market', 'many', 'noted', 'overpriced', 'shavers', 'overendowed', 'blades', 'technology', 'globalised', 'commerce', 'allowed', 'them', 'find', 'cheap', 'supplier', 'decent', 'quality', 'razors', 'outsource', 'back', 'office', 'work', 'advertise', 'wares', 'social', 'media', 'song', 'sell', 'them', 'directly', 'consumers', 'internet', 'thanks', 'merchant', 'platforms', 'like', 'shopify', 'payment', 'processors', 'such', 'stripe', 'years', 'firm', 'harry', 'carved', 'america', 'razor', 'market', 'likes', 'gillette', 'whose', 'share', 'fallen', 'since', 'according', 'euromonitor', 'international', 'market', 'research', 'firm']"
0,"['factor', 'authentication', 'becoming', 'ever', 'popular', 'companies', 'deal', 'growing', 'concerns', 'cyber', 'insecurity', 'account', 'holders', 'validate', 'identity', 'online', 'entering', 'password', 'then', 'adding', 'countersign', 'generated', 'something', 'physical', 'access', 'second', 'factor', 'fool', 'proof', 'though', 'deray', 'mckesson', 'activist', 'black', 'lives', 'matter', 'protected', 'twitter', 'account', 'hacked', 'year', 'banking', 'customers', 'germany', 'accounts', 'hijacked', 'august', 'bitcoin', 'entrepreneur', 'equivalent', 'drained', 'virtual', 'wallet', 'second', 'factor', 'fail', 'them']"
0,"['deep', 'partisan', 'division', 'america', 'anything', 'democrats', 'republicans', 'still', 'agree', 'working', 'paper', 'larry', 'bartels', 'political', 'scientist', 'vanderbilt', 'university', 'finds', 'remaining', 'areas', 'common', 'ground', 'study', 'relies', 'surveys', 'conducted', 'yougov', 'pollster', 'asked', 'americans', 'rate', 'scale', 'zero', 'favourably', 'view', 'different', 'individuals', 'social', 'groups', 'zero', 'corresponded', 'extremely', 'unfavourably', 'corresponded', 'extremely', 'favourably']"
0,"['year', 'seen', 'huge', 'numbers', 'women', 'minority', 'candidates', 'step', 'forward', 'democrats', 'party', 'hopes', 'retaking', 'senate', 'rest', 'shoulders', 'year', 'white', 'pinstripe', 'suit', 'phil', 'bredesen', 'pictured', 'above', 'right', 'served', 'terms', 'each', 'tennessee', 'governor', 'nashville', 'mayor', 'running', 'against', 'marsha', 'blackburn', 'staunchly', 'conservative', 'eight', 'term', 'congresswoman', 'seat', 'corker', 'retirement', 'left', 'open', 'although', 'donald', 'trump', 'tennessee', 'points', 'state', 'elected', 'democrat', 'gore', 'senate', 'polls', 'shown', 'surprisingly', 'close', 'race']"
0,"['notable', 'american', 'commentator', 'charles', 'krauthammer', 'once', 'explained', 'rupert', 'murdoch', 'success', 'founding', 'news', 'cable', 'channel', 'pointing', 'found', 'niche', 'market', 'half', 'country', 'same', 'true', 'breitbart', 'news', 'conservative', 'website', 'whose', 'fortunes', 'risen', 'those', 'donald', 'trump', 'whose', 'chairman', 'stephen', 'bannon', 'pictured', 'trump', 'chief', 'strategist']"
1,"['nascar', 'announced', 'banning', 'flying', 'confederate', 'flag', 'races', 'little', 'known', 'driver', 'decided', 'season', 'ciccarelli', 'part', 'time', 'driver', 'nascar', 'gander', 'outdoors', 'truck', 'series', 'spoke', 'against', 'nascar', 'decision', 'widely', 'read', 'facebook', 'post', 'wednesday', 'saying', 'wouldn', 'return', 'racing', 'season', 'citing', 'company', 'decision', 'flag', 'well', 'ride', 'dream', 'come', 'true', 'direction', 'nascar', 'headed', 'participate', 'season', 'believe', 'kneeling', 'during', 'anthem', 'taken', 'right', 'ever', 'flag', 'love', 'ciccarelli', 'wrote', 'facebook']"
1,"['digital', 'support', 'black', 'lives', 'matter', 'time', 'high', 'millions', 'people', 'using', 'hashtag', 'daily', 'recent', 'polling', 'suggests', 'americans', 'views', 'police', 'current', 'protests', 'against', 'police', 'brutality', 'changing', 'offline', 'black', 'lives', 'matter', 'hashtag', 'peaked', 'three', 'days', 'george', 'floyd', 'died', 'police', 'custody', 'research', 'center', 'analysis', 'published', 'week', 'shows', 'blacklivesmatter', 'tweeted', 'million', 'times', 'according', 'following', 'weeks', 'users', 'tweeted', 'blacklivesmatter', 'average', 'nearly', 'million', 'times', 'reported', 'phrase', 'black', 'lives', 'matter', 'emerged', 'george', 'zimmerman', 'acquitted', 'killing', 'trayvon', 'martin', 'recognized', 'widely', 'during', 'protests', 'against', 'police', 'brutality', 'ferguson', 'missouri', 'year', 'michael', 'brown', 'shot', 'death', 'police']"
1,"['german', 'club', 'eintracht', 'frankfurt', 'wore', 'specially', 'designed', 'support', 'black', 'lives', 'matter', 'movement', 'german', 'semifinal', 'defeat', 'bayern', 'munich', 'wednesday', 'frankfurt', 'sporting', 'director', 'fredi', 'bobic', 'entire', 'team', 'wanted', 'show', 'together', 'against', 'forms', 'racism', 'amid', 'widespread', 'protests', 'around', 'world', 'sparked', 'death', 'george', 'floyd', 'team', 'regular', 'shirt', 'sponsor', 'hashtag', 'blacklivesmatter', 'emblazoned', 'across', 'front', 'whilst', 'bayern', 'players', 'once', 'again', 'wore', 'shirts', 'supporting', 'cause', 'during', 'warmup']"
1,"['monday', 'only', 'full', 'time', 'african', 'american', 'driver', 'nascar', 'series', 'called', 'auto', 'racing', 'body', 'confederate', 'flags', 'events', 'days', 'later', 'dream', 'came', 'true', 'presence', 'confederate', 'flag', 'nascar', 'events', 'runs', 'contrary', 'commitment', 'providing', 'welcoming', 'inclusive', 'environment', 'fans', 'competitors', 'industry', 'nascar', 'statement', 'website', 'hours', 'ahead', 'race', 'wednesday', 'night', 'martinsville', 'virginia', 'bringing', 'people', 'together', 'around', 'love', 'racing', 'community', 'creates', 'makes', 'fans', 'sport', 'special', 'display', 'confederate', 'flag', 'prohibited', 'nascar', 'events', 'properties']"
1,"['pair', 'institutions', 'traditionally', 'associated', 'white', 'conservative', 'arrived', 'very', 'different', 'conclusions', 'wednesday', 'symbols', 'america', 'racist', 'past', 'president', 'donald', 'trump', 'upset', 'catching', 'wind', 'military', 'openness', 'changing', 'names', 'certain', 'bases', 'honoring', 'confederate', 'commanders', 'decreed', 'such', 'change', 'wouldn', 'happen', 'watch', 'nascar', 'responding', 'appeal', 'only', 'full', 'time', 'black', 'driver', 'declared', 'banning', 'confederate', 'flag', 'races', 'where', 'historic', 'symbol', 'southern', 'secession', 'common', 'sight']"
1,"['george', 'floyd', 'death', 'ongoing', 'racial', 'justice', 'protests', 'continue', 'roil', 'american', 'democracy', 'permeating', 'virtually', 'every', 'aspect', 'american', 'life', 'including', 'sports', 'wednesday', 'issuing', 'earlier', 'statement', 'support', 'racial', 'justice', 'address', 'flag', 'nascar', 'banning', 'flying', 'confederate', 'flags', 'races', 'announcement', 'came', 'bubba', 'wallace', 'only', 'full', 'time', 'black', 'driver', 'nascar', 'circuit', 'spoke', 'confronted', 'confederate', 'flag', 'motor', 'sports', 'wallace', 'running', 'black', 'vehicle', 'specially', 'outfitted', 'blacklivesmatter', 'hashtag', 'emblazoned', 'quarter', 'panel', 'wednesday', 'race', 'ridgeway', 'virginia', 'image', 'black', 'white', 'hand', 'clasping', 'solidarity', 'adorns', 'hood']"
1,"['week', 'where', 'bubba', 'wallace', 'wore', 'breathe', 'shirt', 'before', 'event', 'racetracks', 'shouldn', 'allow', 'confederate', 'flags', 'nascar', 'driver', 'make', 'another', 'bold', 'move', 'wednesday', 'racing', 'black', 'lives', 'matter', 'paint', 'scheme', 'think', 'running', 'branding', 'putting', 'hashtag', 'bringing', 'awareness', 'lines', 'videos', 'nascar', 'wallace', 'full', 'time', 'african', 'american', 'driver', 'series', 'since', 'listening', 'learning', 'educating', 'ourselves', 'people', 'look', 'hashtag', 'means', 'hopefully', 'better', 'understanding', 'owner', 'richard', 'petty', 'motorsports', 'announced', 'tuesday', 'wallace', 'martinsville', 'speedway', 'virginia', 'black', 'words', 'blacklivesmatter', 'rear', 'quarterpanels']"
1,"['good', 'friend', 'mine', 'shared', 'story', 'daughter', 'seven', 'told', 'mother', 'uncertain', 'terms', 'didn', 'want', 'black', 'kids', 'birthday', 'party', 'friend', 'shocked', 'just', 'because', 'daughter', 'black', 'because', 'daughter', 'felt', 'black', 'people', 'kind', 'people', 'wanted', 'party', 'friend', 'like', 'black', 'mother', 'alarmed', 'couldn', 'figure', 'child', 'point', 'thinking', 'taking', 'moment', 'responded', 'well', 'going', 'insist', 'having', 'black', 'people', 'your', 'party', 'then', 'technically', 'means', 'come', 'your', 'party', 'neither', 'your', 'other', 'friends', 'your', 'brother', 'your', 'daughter', 'paused', 'weighed', 'pros', 'cons', 'responded', 'little', 'reluctantly', 'guess', 'invite', 'everyone', 'then', 'tell', 'story', 'illustrate', 'challenges', 'parenting', 'racism', 'comes', 'unexpected', 'places', 'share', 'good', 'news', 'today', 'same', 'confused', 'child', 'teenager', 'living', 'south', 'africa', 'become', 'huge', 'activist', 'influential', 'ambassador', 'social', 'media', 'circles', 'american', 'blacklivesmatter', 'campaign']"
1,"['nascar', 'drivers', 'joined', 'growing', 'list', 'athletes', 'sports', 'leagues', 'throwing', 'support', 'behind', 'nationwide', 'protests', 'against', 'police', 'brutality', 'bubba', 'wallace', 'wore', 'black', 'shirt', 'black', 'lives', 'matter', 'breathe', 'during', 'sunday', 'nascar', 'series', 'folds', 'honor', 'quiktrip', 'wallace', 'also', 'tweeted', 'nascar', 'sponsored', 'video', 'fellow', 'drivers', 'discussing', 'advocate', 'change', 'fight', 'racism', 'inspire', 'change']"
1,"['based', 'charity', 'fundraising', 'group', 'army', 'launched', 'campaign', 'raise', 'funds', 'support', 'black', 'lives', 'matter', 'movement', 'group', 'donated', 'million', 'music', 'label', 'entertainment', 'confirmed', 'group', 'donation', 'black', 'lives', 'matter', 'campaign', 'organization', 'stand', 'against', 'racial', 'discrimination', 'condemn', 'violence', 'right', 'respected', 'stand', 'together', 'blacklivesmatter', 'group', 'wrote', 'tweet', 'week']"
1,"['rule', 'social', 'media', 'people', 'agree', 'cross', 'stans', 'tens', 'thousands', 'accounts', 'posting', 'billion', 'tweets', 'year', 'become', 'strongest', 'forces', 'social', 'media', 'following', 'george', 'floyd', 'death', 'fans', 'using', 'power', 'internet', 'rally', 'around', 'black', 'lives', 'matter', 'movement', 'floyd', 'died', 'week', 'police', 'custody', 'former', 'minneapolis', 'police', 'officer', 'derek', 'chauvin', 'pressed', 'knee', 'neck', 'nearly', 'nine', 'minutes', 'during', 'arrest', 'death', 'sparked', 'nationwide', 'international', 'protests']"
1,"['saturday', 'tens', 'thousands', 'demonstrators', 'expected', 'march', 'washington', 'demand', 'criminal', 'justice', 'reform', 'largest', 'protest', 'nation', 'capital', 'since', 'george', 'floyd', 'died', 'hands', 'police', 'officers', 'minneapolis', 'weeks', 'since', 'death', 'national', 'civil', 'rights', 'movement', 'blossomed', 'though', 'instances', 'looting', 'violence', 'large', 'peaceful', 'blacklivesmatter', 'protests', 'shaken', 'conscience', 'nation', 'forcing', 'conversation', 'racism', 'policing', 'long', 'overdue', 'scale', 'scope', 'protests', 'huge', 'rallies', 'sprung', 'both', 'cities', 'rural', 'towns', 'across', 'america', 'show', 'solidarity', 'unlike', 'anything', 'else', 'seen', 'recent', 'decades', 'early', 'signs', 'progress', 'friday', 'minneapolis', 'issued', 'temporary', 'measure', 'police', 'chokeholds', 'require', 'other', 'officers', 'report', 'call', 'police', 'chief', 'authorize', 'crowd', 'control', 'weapons', 'like', 'rubber', 'bullets', 'tear']"
1,"['tiktok', 'users', 'color', 'allies', 'using', 'blacklivesmatter', 'hashtag', 'social', 'advocacy', 'providing', 'tips', 'protest', 'safely', 'sharing', 'educational', 'resources', 'speaking', 'racial', 'injustice', 'hashtag', 'trending', 'tiktok', 'than', 'billion', 'views', 'waves', 'protests', 'sweep', 'nation', 'wake', 'death', 'george', 'floyd', 'tiktok', 'outlet', 'users', 'express', 'themselves', 'vanessa', 'pappas', 'general', 'manager', 'tiktok', 'told', 'statement', 'expression', 'often', 'joyful', 'community', 'going', 'through', 'time', 'particularly', 'deep', 'anguish', 'outrage', 'much', 'content', 'week', 'clearly', 'reflects', 'those', 'experiences', 'than', 'ever', 'stand', 'black', 'community']"
1,"['london', 'business', 'grindr', 'removing', 'ethnicity', 'filter', 'says', 'show', 'support', 'black', 'lives', 'matter', 'movement', 'dating', 'hookup', 'announced', 'change', 'monday', 'saying', 'continue', 'fight', 'racism', 'grindr', 'both', 'through', 'dialogue', 'community', 'zero', 'tolerance', 'policy', 'racism', 'hate', 'speech', 'platform', 'part', 'commitment', 'based', 'your', 'feedback', 'decided', 'remove', 'ethnicity', 'filter', 'next', 'release']"
1,"['cast', 'television', 'show', 'brooklyn', 'nine', 'nine', 'made', 'donation', 'national', 'bail', 'fund', 'network', 'goor', 'creator', 'show', 'took', 'twitter', 'make', 'announcement', 'condemn', 'death', 'george', 'floyd', 'unarmed', 'black', 'hands', 'minneapolis', 'police', 'cast', 'showrunner', 'brooklyn', 'condemn', 'murder', 'george', 'floyd', 'support', 'many', 'people', 'protesting', 'police', 'brutality', 'nationally', 'together', 'made', 'donation', 'national', 'bail', 'fund', 'network', 'encourage', 'look', 'your', 'local', 'bail', 'fund', 'national', 'bail', 'fund', 'network', 'organization', 'lead', 'them', 'blacklivesmatter']"
